text,setiment
oper profit fell eur mn eur mn,negative
oper profit fell eur mn eur mn third quarter,negative
orion net profit third quarter decreas mln euro mln mln euro mln year earlier,negative
pretax profit decreas eur mn eur mn,negative
pretax profit decreas eur mn eur mn fourth quarter,negative
pretax profit total eur mn eur mn,negative
price deliveri volum broadband product decreas significantli,negative
profit period fell eur mn eur mn januari septemb,negative
profit period total eur mn eur mn correspond period,negative
profit period total eur mn eur mn third quarter,negative
revenu quarter fell percent euro billion compar year earlier,negative
srv lower net sale estim whole due uncertainti hous sale,negative
stora enso oyj said second quarter result would fall half compar period,negative
subscript sale decreas slightli,negative
compani confirm estim lower revenu whole year ago eur given interim report august,negative
compani said fall turnov plan,negative
depart store divis sale fell eur mn,negative
fair valu compani invest properti went eur billion end eur billion year earlier,negative
fair valu compani invest properti went eur bn end septemb eur bn year earlier,negative
group order portfolio decreas eur mn eur mn,negative
net sale decreas eur million eur million,negative
sale tiimari segment fell year year eur june,negative
finnish electron contract manufactur scanfil net sale eur mn first quarter eur mn year,negative
alma media oper profit amount eur mn eur mn year earlier,negative
commiss incom decreas eur mn compar eur mn third quarter,negative
commiss incom fell eur mn eur mn correspond period,negative
export declin percent million liter,negative
export good fell import,negative
finnish develop manufactur mobil phone charger salcomp plc omx helsinki salv wednesday novemb lower full year net sale estim,negative
finnish invest group norvestia oyj said net profit fell mln euro mln mln euro mln,negative
group ebit first half eur us fall short eur post period,negative
howev market share shrank per cent per cent year earlier,negative
howev compani saw net profit third quarter eur million eur million correspond period,negative
howev compani saw net profit third quarter eur eur correspond period,negative
howev net sale declin eur million eur billion,negative
food trade sale amount eur declin,negative
januari novemb group sale total eur mn drop period,negative
juli septemb konecran sale decreas eur mn eur mn juli septemb,negative
sale volum coca cola market share decreas,negative
septemb alon market declin percent year year million liter,negative
baltic countri develop oper reorganis continu non recur item relat takeov process lower earn,negative
baltic countri sale fell russia term euro term local currenc,negative
baltic countri sale fell,negative
nokia u share percent lower gmt,negative
nokia share hit euro friday percent start year part slow introduct touch screen model,negative
oper profit decreas nearli eur mn howev,negative
oper profit fell eur mn eur mn second quarter,negative
oper profit fourth quarter fell eurm eurm year earlier,negative
oper profit total eur mn eur mn correspond period,negative
oper profit total eur mn eur mn,negative
oper profit total eur mn eur mn first quarter,negative
oper profit total eur mn eur mn year earlier,negative
oper profit total eur mn eur mn first half,negative
oper profit total eur mn eur mn year,negative
oper profit eur mn eur mn,negative
profit period eur mn eur mn,negative
revenu slightli xac million million compar xac million year earlier,negative
sale tiimari busi went eur million gallerix store saw growth eur million,negative
sale seppala diminish per cent,negative
talentum net sale septemb smaller expect,negative
compani previou estim lower revenu year ago eur million,negative
compani profit total ls h year year,negative
compani said sale three month end march slid eur us eur last year,negative
oper margin came,negative
oper margin aker yard cruis ferri divis went first quarter,negative
term aforement fund consider bank current cd level market matur rang year,negative
